Data operacji,Opis,Kwota transakcji,Saldo po operacji
2016-04-15,PRZELEW UZNANIOWY (NADANO 15-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 49865963526979508709559298,128,-16964.00
2016-04-15,PRZELEW UZNANIOWY (NADANO 15-04-2016) DAROWIZNA  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 31467049574072490130639879,1013,-17977.00
2016-04-15,PRZELEW UZNANIOWY (NADANO 15-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 78924524694271011324367738,128,-18105.00
2016-04-17,PRZELEW UZNANIOWY (NADANO 17-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 98934934433300164290449010,32,-18137.00
2016-04-18,PRZELEW UZNANIOWY (NADANO 18-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 37997761651092502799839551,16,-18153.00
2016-04-19,PRZELEW UZNANIOWY (NADANO 19-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 71444632559747248255235571,16,-18169.00
2016-04-19,PRZELEW UZNANIOWY (NADANO 19-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 37718738255442880346782727,32,-18201.00
2016-04-21,PRZELEW UZNANIOWY (NADANO 21-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 39888290185319068586389157,16,-18217.00
2016-04-21,PRZELEW UZNANIOWY (NADANO 21-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 95990512690139330597880194,128,-18345.00
2016-04-21,PRZELEW UZNANIOWY (NADANO 21-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 62403904877357116408214720,32,-18377.00
2016-04-22,PRZELEW UZNANIOWY (NADANO 22-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 37118800285533225158537413,16,-18393.00
2016-04-22,PRZELEW UZNANIOWY (NADANO 22-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 09100818709094164356345541,32,-18425.00
2016-04-24,PRZELEW UZNANIOWY (NADANO 24-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 98806376143870808286530788,16,-18441.00
2016-04-26,PRZELEW UZNANIOWY (NADANO 26-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 11211606414240953027651142,16,-18457.00
2016-04-28,PRZELEW UZNANIOWY (NADANO 28-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 65887336869004020613411399,32,-18489.00
2016-04-28,PRZELEW UZNANIOWY (NADANO 28-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 89111607786109523348879344,128,-18617.00
2016-04-29,PRZELEW UZNANIOWY (NADANO 29-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 01038054831290487230441099,16,-18633.00
2016-04-30,PRZELEW OBCI¥¯ENIOWY (NADANO 30-04-2016) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 14783424219982651044423884,-962,-17671.00
2016-05-01,PRZELEW OBCI¥¯ENIOWY (NADANO 01-05-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 84119310956549719133783066,-975,-16696.00
2016-05-03,PRZELEW UZNANIOWY (NADANO 03-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 24515009482320690980487300,16,-16712.00
2016-05-03,PRZELEW OBCI¥¯ENIOWY (NADANO 03-05-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 65629498806676462735484726,-490,-16222.00
2016-05-04,PRZELEW UZNANIOWY (NADANO 04-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 73028378977372504778429971,128,-16350.00
2016-05-06,PRZELEW UZNANIOWY (NADANO 06-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 89342207246186214058745288,128,-16478.00
2016-05-06,PRZELEW UZNANIOWY (NADANO 06-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 89431907572309209982733899,32,-16510.00
2016-05-07,PRZELEW UZNANIOWY (NADANO 07-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 50261791367347765983330202,64,-16574.00
2016-05-09,PRZELEW UZNANIOWY (NADANO 09-05-2016) DAROWIZNA  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 74769077477341461470318414,407,-16981.00
2016-05-09,PRZELEW UZNANIOWY (NADANO 09-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 45504564613297571748300979,32,-17013.00
2016-05-11,PRZELEW UZNANIOWY (NADANO 11-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 21312517319002366360566032,64,-17077.00
2016-05-11,PRZELEW UZNANIOWY (NADANO 11-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 02296858794905301534998829,128,-17205.00
2016-05-13,PRZELEW UZNANIOWY (NADANO 13-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 37546478834726973962851289,64,-17269.00
2016-05-14,PRZELEW UZNANIOWY (NADANO 14-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 69801274148835628188614167,32,-17301.00
2016-05-14,PRZELEW UZNANIOWY (NADANO 14-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 78670916324046559816661460,128,-17429.00
2016-05-15,PRZELEW UZNANIOWY (NADANO 15-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 29318424592578530290619673,64,-17493.00
2016-05-17,PRZELEW UZNANIOWY (NADANO 17-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 57667323832143008090963242,16,-17509.00
2016-05-19,PRZELEW UZNANIOWY (NADANO 19-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 19216451629395222441537448,128,-17637.00
2016-05-20,PRZELEW UZNANIOWY (NADANO 20-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 87777987609904166368109935,128,-17765.00
2016-05-20,PRZELEW UZNANIOWY (NADANO 20-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 22471656498296292985880874,64,-17829.00
2016-05-20,PRZELEW UZNANIOWY (NADANO 20-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 76359065259370195119349607,32,-17861.00
2016-05-21,PRZELEW UZNANIOWY (NADANO 21-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 16997352426136430263353500,16,-17877.00
2016-05-22,PRZELEW OBCI¥¯ENIOWY (NADANO 22-05-2016) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 13007155513940303060066367,-602,-17275.00
2016-05-22,PRZELEW UZNANIOWY (NADANO 22-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 25951679037133220744598614,128,-17403.00
2016-05-22,PRZELEW OBCI¥¯ENIOWY (NADANO 22-05-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 57398992706988815754834755,-333,-17070.00
2016-05-24,PRZELEW UZNANIOWY (NADANO 24-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 78417467729101464897992018,64,-17134.00
2016-05-26,PRZELEW OBCI¥¯ENIOWY (NADANO 26-05-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 00773108884897782475965870,-838,-16296.00
2016-05-28,PRZELEW UZNANIOWY (NADANO 28-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 84239531345224374425324816,64,-16360.00
2016-05-28,PRZELEW UZNANIOWY (NADANO 28-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 46550962760956453664856432,128,-16488.00
2016-05-29,PRZELEW UZNANIOWY (NADANO 29-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 99342207822875807084925386,64,-16552.00
2016-05-29,PRZELEW UZNANIOWY (NADANO 29-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 09600844334326115271201148,64,-16616.00
2016-05-31,PRZELEW UZNANIOWY (NADANO 31-05-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 16702681871784448376971758,128,-16744.00
2016-06-01,PRZELEW OBCI¥¯ENIOWY (NADANO 01-06-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 44151530475057946897168862,-739,-16005.00
2016-06-02,PRZELEW UZNANIOWY (NADANO 02-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 21950800004027553191408029,32,-16037.00
2016-06-02,PRZELEW UZNANIOWY (NADANO 02-06-2016) DAROWIZNA  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 19297818129797961381669564,861,-16898.00
2016-06-02,PRZELEW UZNANIOWY (NADANO 02-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 06301589576357060325076708,16,-16914.00
2016-06-04,PRZELEW UZNANIOWY (NADANO 04-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 02647068610206295479391221,16,-16930.00
2016-06-06,PRZELEW UZNANIOWY (NADANO 06-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 94305553417675099599733873,64,-16994.00
2016-06-07,PRZELEW UZNANIOWY (NADANO 07-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 19859322516716228352701401,32,-17026.00
2016-06-08,PRZELEW UZNANIOWY (NADANO 08-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 12075584877524316345308673,32,-17058.00
2016-06-09,PRZELEW UZNANIOWY (NADANO 09-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 10778230965510351683044518,128,-17186.00
2016-06-10,PRZELEW UZNANIOWY (NADANO 10-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 43965749006607058838784695,128,-17314.00
2016-06-10,PRZELEW UZNANIOWY (NADANO 10-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 01706954092032265670769307,16,-17330.00
2016-06-12,PRZELEW UZNANIOWY (NADANO 12-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 62149192062509208050065343,32,-17362.00
2016-06-12,PRZELEW UZNANIOWY (NADANO 12-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 32306134773564008884600756,16,-17378.00
2016-06-14,PRZELEW OBCI¥¯ENIOWY (NADANO 14-06-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 64578346089954736007213901,-693,-16685.00
2016-06-14,PRZELEW UZNANIOWY (NADANO 14-06-2016) DAROWIZNA  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 19962825416073336969042295,976,-17661.00
2016-06-16,PRZELEW UZNANIOWY (NADANO 16-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 82767616762626356326372736,32,-17693.00
2016-06-17,PRZELEW UZNANIOWY (NADANO 17-06-2016) DAROWIZNA  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 70823581010455258859180519,379,-18072.00
2016-06-18,PRZELEW UZNANIOWY (NADANO 18-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 26648037196129961349257516,32,-18104.00
2016-06-19,PRZELEW OBCI¥¯ENIOWY (NADANO 19-06-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 18753630602743150915164973,-790,-17314.00
2016-06-19,PRZELEW UZNANIOWY (NADANO 19-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 24810145999102071038595600,32,-17346.00
2016-06-20,PRZELEW OBCI¥¯ENIOWY (NADANO 20-06-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 91469616628973938950302452,-929,-16417.00
2016-06-22,PRZELEW OBCI¥¯ENIOWY (NADANO 22-06-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 85380729019188423533114993,-880,-15537.00
2016-06-23,PRZELEW UZNANIOWY (NADANO 23-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 27452344023531966129732641,16,-15553.00
2016-06-24,PRZELEW OBCI¥¯ENIOWY (NADANO 24-06-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 22681550692093658342764975,-804,-14749.00
2016-06-26,PRZELEW UZNANIOWY (NADANO 26-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 72596817299315222010963974,32,-14781.00
2016-06-27,PRZELEW UZNANIOWY (NADANO 27-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 44513342592525603379866223,128,-14909.00
2016-06-27,PRZELEW UZNANIOWY (NADANO 27-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 84849016530686629417655101,128,-15037.00
2016-06-28,PRZELEW UZNANIOWY (NADANO 28-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 78548142925886670542982260,128,-15165.00
2016-06-29,PRZELEW UZNANIOWY (NADANO 29-06-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2016  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 66991699313766860326411985,16,-15181.00
2016-07-01,PRZELEW UZNANIOWY (NADANO 01-07-2016) DAROWIZNA  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 91767647269606077178748253,993,-16174.00
2016-07-01,PRZELEW OBCI¥¯ENIOWY (NADANO 01-07-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 10319021846186888081765401,-360,-15814.00
2016-07-01,PRZELEW OBCI¥¯ENIOWY (NADANO 01-07-2016) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 44307510061986849880752838,-716,-15098.00
2016-07-03,PRZELEW UZNANIOWY (NADANO 03-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 73793013245887946424482508,32,-15130.00
2016-07-03,PRZELEW UZNANIOWY (NADANO 03-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 41013332222621290245989111,32,-15162.00
2016-07-05,PRZELEW UZNANIOWY (NADANO 05-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 57246813364191721535732965,32,-15194.00
2016-07-05,PRZELEW UZNANIOWY (NADANO 05-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 66397308522128650787943446,128,-15322.00
2016-07-05,PRZELEW UZNANIOWY (NADANO 05-07-2016) DAROWIZNA  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 23058594973385147228235954,552,-15874.00
2016-07-06,PRZELEW OBCI¥¯ENIOWY (NADANO 06-07-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 37168649185092339232412097,-429,-15445.00
2016-07-07,PRZELEW UZNANIOWY (NADANO 07-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 92479870680107147580900879,32,-15477.00
2016-07-09,PRZELEW UZNANIOWY (NADANO 09-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 47689554169043926386598380,16,-15493.00
2016-07-09,PRZELEW UZNANIOWY (NADANO 09-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 58602323399266173540202181,128,-15621.00
2016-07-09,PRZELEW UZNANIOWY (NADANO 09-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 72740495890588303185531386,128,-15749.00
2016-07-10,PRZELEW UZNANIOWY (NADANO 10-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 85990269365010440966692079,128,-15877.00
2016-07-10,PRZELEW UZNANIOWY (NADANO 10-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 27831517997950594380133661,128,-16005.00
2016-07-11,PRZELEW UZNANIOWY (NADANO 11-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 96730225019623080675480688,128,-16133.00
2016-07-12,PRZELEW UZNANIOWY (NADANO 12-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 81719171523588684679608540,128,-16261.00
2016-07-12,PRZELEW UZNANIOWY (NADANO 12-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 31244399003983264791118958,16,-16277.00
2016-07-14,PRZELEW UZNANIOWY (NADANO 14-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 47343327766927892474663882,64,-16341.00
2016-07-16,PRZELEW UZNANIOWY (NADANO 16-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 45202115037753799272707335,32,-16373.00
2016-07-16,PRZELEW UZNANIOWY (NADANO 16-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 62827999123455270563934662,32,-16405.00
2016-07-16,PRZELEW UZNANIOWY (NADANO 16-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 22736407530623716838351970,128,-16533.00
2016-07-17,PRZELEW UZNANIOWY (NADANO 17-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 85409331539976513456733494,64,-16597.00
2016-07-19,PRZELEW UZNANIOWY (NADANO 19-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 41693269155680000165341439,16,-16613.00
2016-07-20,PRZELEW OBCI¥¯ENIOWY (NADANO 20-07-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 67569323296702154007699505,-606,-16007.00
2016-07-21,PRZELEW UZNANIOWY (NADANO 21-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 83090971293698727448800987,64,-16071.00
2016-07-23,PRZELEW UZNANIOWY (NADANO 23-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 19035459587639212272487800,64,-16135.00
2016-07-23,PRZELEW UZNANIOWY (NADANO 23-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 17108342213722758779005047,32,-16167.00
2016-07-25,PRZELEW UZNANIOWY (NADANO 25-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 96967993810358060240879881,16,-16183.00
2016-07-27,PRZELEW UZNANIOWY (NADANO 27-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 65628056910016480950296433,64,-16247.00
2016-07-27,PRZELEW UZNANIOWY (NADANO 27-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 97091066728340058706525985,64,-16311.00
2016-07-28,PRZELEW UZNANIOWY (NADANO 28-07-2016) DAROWIZNA  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 95313835638584634340843631,406,-16717.00
2016-07-29,PRZELEW UZNANIOWY (NADANO 29-07-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 33739312982987475732808271,64,-16781.00
2016-07-31,PRZELEW UZNANIOWY (NADANO 31-07-2016) DAROWIZNA  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 98007729451262905343571396,869,-17650.00
2016-08-01,PRZELEW UZNANIOWY (NADANO 01-08-2016) DAROWIZNA  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 57163349341351653266692831,649,-18299.00
2016-08-01,PRZELEW UZNANIOWY (NADANO 01-08-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 54157954921637497030698565,128,-18427.00
2016-08-02,PRZELEW UZNANIOWY (NADANO 02-08-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2016  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 51358135822741967004127232,32,-18459.00
2016-08-03,PRZELEW UZNANIOWY (NADANO 03-08-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2016  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 54774888018889097064078705,32,-18491.00
2016-08-05,PRZELEW UZNANIOWY (NADANO 05-08-2016) DAROWIZNA  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 57723543357970960563813650,1010,-19501.00
2016-08-06,PRZELEW UZNANIOWY (NADANO 06-08-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2016  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 30192101124854281356083893,64,-19565.00
2016-08-08,PRZELEW UZNANIOWY (NADANO 08-08-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 53186456536427360592350079,32,-19597.00
